 nnnn ,   dte   ,dd/mm/yyyy,hh:mm:ss,   #1   ,   #2   ,   #3   ,   #4   ,   #5   ,   #6   ,   #7   ,   #8   ,   #9   ,   #10  
   390,666527831,12/02/2021,10:37:11,  401.33,  394.18,  394.85,    3.85,    3.36,    3.26,    0.49,  259.37,-2385.78, 2400.00
   391,666527832,12/02/2021,10:37:12,  401.71,  393.32,  394.55,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   392,666527833,12/02/2021,10:37:13,  401.48,  393.67,  394.70,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   393,666527834,12/02/2021,10:37:14,  401.94,  394.37,  394.88,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   394,666527835,12/02/2021,10:37:15,  401.79,  393.72,  394.89,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   395,666527836,12/02/2021,10:37:16,  401.16,  393.21,  394.13,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   396,666527837,12/02/2021,10:37:17,  394.01,  386.56,  388.09,   19.04,   18.43,   17.52,    0.62,12393.61,    0.00,12394.35
   397,666527838,12/02/2021,10:37:18,  394.91,  386.94,  388.84,   17.07,   16.83,   16.03,    0.86, 6946.98, 8847.58,11250.60
   398,666527839,12/02/2021,10:37:19,  398.74,  391.34,  393.17,   15.20,   13.85,   12.66,    0.57, 8213.94, 4778.20, 9517.23
   399,666527840,12/02/2021,10:37:20,  401.07,  393.60,  394.19,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   400,666527841,12/02/2021,10:37:21,  401.51,  393.97,  394.81,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   401,666527842,12/02/2021,10:37:22,  401.46,  393.90,  394.80,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   402,666527843,12/02/2021,10:37:23,  401.45,  393.96,  394.66,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   403,666527844,12/02/2021,10:37:24,  399.30,  392.50,  393.29,   26.25,   25.53,   22.22,    0.18,16901.66,    0.00,16907.61
   404,666527845,12/02/2021,10:37:25,  402.07,  394.80,  396.08,   13.14,   12.55,   12.92,    0.53, 1555.79, 8733.86, 8867.46
   405,666527846,12/02/2021,10:37:26,  402.25,  394.26,  394.82,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   406,666527847,12/02/2021,10:37:27,  401.66,  394.21,  394.74,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   407,666527848,12/02/2021,10:37:28,  401.89,  393.91,  394.90,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   408,666527849,12/02/2021,10:37:29,  401.28,  393.32,  394.16,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   409,666527851,12/02/2021,10:37:31,  401.92,  394.37,  395.15,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   410,666527852,12/02/2021,10:37:32,  396.27,  389.75,  392.02,   17.34,   16.93,   16.20,    0.42,11442.23,    0.00,11450.40
   411,666527853,12/02/2021,10:37:33,  394.53,  387.27,  389.05,   17.01,   16.96,   15.97,    0.76, 4753.31,10203.27,11249.36
   412,666527854,12/02/2021,10:37:34,  394.46,  386.89,  388.55,   16.90,   16.98,   15.74,    0.87, 8471.35, 7272.08,11161.38
   413,666527855,12/02/2021,10:37:35,  401.66,  394.02,  394.83,    0.92,    0.86,    0.75,    0.28,  501.65,  287.14,  578.87
   414,666527856,12/02/2021,10:37:36,  402.21,  394.09,  394.92,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   415,666527857,12/02/2021,10:37:37,  401.46,  394.41,  395.12,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   416,666527858,12/02/2021,10:37:38,  401.69,  394.05,  394.36,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   417,666527859,12/02/2021,10:37:39,  396.48,  389.65,  391.36,   17.80,   19.18,   20.82,    0.59,13086.45,    0.00,13070.37
   418,666527860,12/02/2021,10:37:40,  402.76,  395.43,  396.42,   13.47,   12.85,   13.55,    0.05, 5445.60, 7366.58, 9164.08
   419,666527861,12/02/2021,10:37:41,  402.48,  394.67,  395.08,    8.29,    7.37,    7.16,    0.51,  270.98,-5233.78, 5239.92
   420,666527862,12/02/2021,10:37:42,  402.01,  394.58,  395.46,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   421,666527863,12/02/2021,10:37:43,  402.47,  394.97,  395.74,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   422,666527864,12/02/2021,10:37:44,  402.27,  394.97,  395.05,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   423,666527865,12/02/2021,10:37:45,  402.00,  394.21,  395.14,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   424,666527866,12/02/2021,10:37:46,  402.10,  393.66,  394.67,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   425,666527867,12/02/2021,10:37:47,  392.82,  385.44,  387.36,   26.65,   24.87,   23.77,    0.61,16911.25,    0.00,16904.93
   426,666527868,12/02/2021,10:37:48,  394.53,  386.37,  388.33,   16.97,   16.79,   16.06,    0.84, 6812.60, 8896.65,11219.82
   427,666527869,12/02/2021,10:37:49,  395.29,  388.81,  390.80,   17.78,   17.55,   17.04,    0.62, 9987.62, 6372.63,11839.96
   428,666527870,12/02/2021,10:37:50,  401.08,  393.33,  394.61,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   429,666527871,12/02/2021,10:37:51,  401.85,  393.62,  394.55,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   430,666527872,12/02/2021,10:37:52,  401.50,  393.21,  394.32,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   431,666527873,12/02/2021,10:37:53,  401.43,  393.47,  394.07,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   432,666527874,12/02/2021,10:37:54,  388.58,  381.99,  383.78,   39.68,   42.15,   39.31,    0.32,26948.49,    0.00,26933.44
   433,666527875,12/02/2021,10:37:55,  401.84,  394.86,  395.64,   13.54,   12.93,   13.39,    0.44, 2917.34, 8659.12, 9135.52
   434,666527876,12/02/2021,10:37:56,  401.20,  392.98,  394.29,    0.56,    0.48,    0.46,    0.41,  150.28, -306.98,  342.22
   435,666527877,12/02/2021,10:37:57,  401.37,  393.18,  394.64,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   436,666527878,12/02/2021,10:37:58,  402.38,  394.21,  395.38,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   437,666527879,12/02/2021,10:37:59,  402.24,  394.68,  395.34,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   438,666527880,12/02/2021,10:38:00,  402.17,  394.44,  395.30,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   439,666527881,12/02/2021,10:38:01,  396.80,  389.70,  392.55,   20.49,   19.45,   18.30,    0.45,13209.59,    0.00,13225.46
   440,666527882,12/02/2021,10:38:02,  394.67,  387.41,  388.92,   16.76,   16.66,   15.79,    0.70, 5017.06, 9902.57,11111.94
   441,666527883,12/02/2021,10:38:03,  395.29,  387.62,  389.07,   16.92,   16.78,   15.84,    0.87, 7813.05, 7989.04,11188.30
   442,666527884,12/02/2021,10:38:04,  401.68,  394.13,  394.98,    2.71,    2.54,    2.21,    0.37, 1490.87,  303.61, 1710.96
   443,666527885,12/02/2021,10:38:05,  401.85,  393.53,  394.77,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   444,666527887,12/02/2021,10:38:07,  401.71,  394.55,  395.11,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   445,666527888,12/02/2021,10:38:08,  402.60,  394.87,  395.56,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   446,666527889,12/02/2021,10:38:09,  403.19,  395.05,  396.06,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   447,666527890,12/02/2021,10:38:10,  402.43,  395.88,  396.29,   14.01,   13.13,   13.60,    0.04, 9363.48,    0.00, 9367.52
   448,666527891,12/02/2021,10:38:11,  402.98,  395.73,  397.41,   13.39,   12.57,   12.92,    0.56,  341.01, 8950.49, 8958.46
   449,666527892,12/02/2021,10:38:12,  402.30,  394.36,  395.81,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   450,666527893,12/02/2021,10:38:13,  402.33,  394.73,  395.46,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   451,666527894,12/02/2021,10:38:14,  401.83,  394.35,  394.87,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   452,666527895,12/02/2021,10:38:15,  402.80,  394.19,  395.29,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   453,666527896,12/02/2021,10:38:16,  402.27,  394.30,  395.42,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   454,666527897,12/02/2021,10:38:17,  387.46,  381.32,  382.78,   42.90,   38.97,   36.95,    0.62,26373.96,    0.00,26326.53
   455,666527898,12/02/2021,10:38:18,  394.83,  387.78,  389.30,   16.82,   16.66,   15.90,    0.78, 6926.40, 8713.93,11139.07
   456,666527899,12/02/2021,10:38:19,  395.27,  388.68,  391.06,   19.60,   19.10,   17.97,    0.68, 9968.90, 8043.30,12818.36
   457,666527900,12/02/2021,10:38:20,  400.84,  393.42,  393.94,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   458,666527901,12/02/2021,10:38:21,  401.19,  394.06,  394.71,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   459,666527902,12/02/2021,10:38:22,  401.71,  394.46,  395.31,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   460,666527903,12/02/2021,10:38:23,  401.49,  394.14,  395.20,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   461,666527904,12/02/2021,10:38:24,  395.93,  390.31,  392.20,   18.91,   18.87,   19.02,    0.14,12872.19,    0.00,12874.29
   462,666527905,12/02/2021,10:38:25,  401.61,  395.15,  395.71,   13.37,   12.73,   13.05,    0.21, 1300.63, 8893.36, 8991.94
   463,666527906,12/02/2021,10:38:26,  401.81,  394.15,  394.99,    1.43,    1.24,    1.19,    0.45,  189.62, -865.77,  884.73
   464,666527907,12/02/2021,10:38:27,  401.57,  394.26,  394.90,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   465,666527908,12/02/2021,10:38:28,  401.35,  394.17,  395.04,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   466,666527909,12/02/2021,10:38:29,  401.84,  394.63,  394.94,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   467,666527910,12/02/2021,10:38:30,  401.24,  393.97,  394.69,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   468,666527911,12/02/2021,10:38:31,  393.65,  387.70,  389.35,   23.94,   22.77,   21.21,    0.62,15297.90,    0.00,15297.08
   469,666527912,12/02/2021,10:38:32,  394.14,  387.12,  388.72,   17.32,   17.15,   16.33,    0.65, 7152.83, 8892.08,11444.92
   470,666527913,12/02/2021,10:38:33,  394.18,  387.69,  388.82,   16.80,   16.72,   16.04,    0.87, 7256.16, 8489.35,11165.88
   471,666527914,12/02/2021,10:38:34,  401.19,  393.76,  394.90,    5.48,    5.01,    4.44,    0.43, 2967.88,  627.74, 3420.15
   472,666527915,12/02/2021,10:38:35,  401.27,  393.74,  395.04,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   473,666527916,12/02/2021,10:38:36,  401.23,  393.83,  394.56,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   474,666527917,12/02/2021,10:38:37,  399.91,  392.41,  393.20,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   475,666527918,12/02/2021,10:38:38,  401.14,  393.62,  394.26,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   476,666527919,12/02/2021,10:38:39,  400.99,  394.33,  395.38,   15.04,   14.32,   14.55,    0.07,10057.91,    0.00,10057.80
   477,666527920,12/02/2021,10:38:40,  400.41,  393.97,  394.56,   13.31,   12.63,   13.02,    0.57,  619.77, 8894.22, 8915.92
   478,666527921,12/02/2021,10:38:41,  400.62,  393.07,  393.88,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   479,666527923,12/02/2021,10:38:43,  400.91,  393.61,  394.51,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   480,666527924,12/02/2021,10:38:44,  400.98,  393.83,  394.58,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   481,666527925,12/02/2021,10:38:45,  401.05,  393.70,  394.47,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   482,666527926,12/02/2021,10:38:46,  401.17,  394.25,  394.42,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   483,666527927,12/02/2021,10:38:47,  381.24,  374.04,  376.09,   51.58,   53.07,   52.23,    0.66,34159.42,    0.00,34113.54
   484,666527928,12/02/2021,10:38:48,  393.45,  387.13,  387.99,   17.01,   17.01,   16.16,    0.70, 7495.95, 8417.23,11282.98
   485,666527929,12/02/2021,10:38:49,  393.52,  386.60,  389.42,   22.76,   22.16,   19.99,    0.75,10235.51,10423.69,14625.84
   486,666527930,12/02/2021,10:38:50,  400.33,  392.43,  393.61,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   487,666527931,12/02/2021,10:38:51,  401.39,  393.86,  395.14,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   488,666527932,12/02/2021,10:38:52,  401.33,  394.10,  394.85,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   489,666527933,12/02/2021,10:38:53,  401.46,  394.50,  395.02,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   490,666527934,12/02/2021,10:38:54,  397.37,  391.17,  393.09,   19.16,   19.16,   19.41,    0.20,13124.35,    0.00,13116.38
   491,666527935,12/02/2021,10:38:55,  402.63,  395.64,  396.89,   13.05,   12.55,   13.16,    0.12, 1767.53, 8736.00, 8916.79
   492,666527936,12/02/2021,10:38:56,  400.76,  393.63,  394.15,    2.88,    2.50,    2.42,    0.47,  218.47,-1773.87, 1784.47
   493,666527937,12/02/2021,10:38:57,  401.19,  393.68,  395.04,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   494,666527938,12/02/2021,10:38:58,  400.18,  393.38,  393.67,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   495,666527939,12/02/2021,10:38:59,  401.23,  393.77,  394.60,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   496,666527940,12/02/2021,10:39:00,  400.34,  393.43,  394.10,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   497,666527941,12/02/2021,10:39:01,  400.28,  392.46,  393.40,    4.87,    8.47,   12.66,    1.00, 5907.13,    0.00, 5906.10
   498,666527942,12/02/2021,10:39:02,  393.93,  387.13,  388.52,   17.88,   17.43,   16.54,    0.61,11667.97,    0.00,11665.76
   499,666527943,12/02/2021,10:39:03,  392.72,  385.66,  387.62,   17.09,   16.93,   16.17,    0.87, 6911.54, 8899.64,11280.02
   500,666527944,12/02/2021,10:39:04,  398.06,  391.21,  392.81,   12.35,   11.52,   10.26,    0.51, 6778.06, 3802.53, 7772.21
   501,666527945,12/02/2021,10:39:05,  400.54,  392.99,  393.94,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   502,666527946,12/02/2021,10:39:06,  400.57,  392.68,  393.31,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   503,666527947,12/02/2021,10:39:07,  400.73,  392.84,  393.52,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   504,666527948,12/02/2021,10:39:08,  400.49,  393.21,  394.29,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   505,666527949,12/02/2021,10:39:09,  399.41,  393.37,  394.03,   24.85,   22.88,   22.11,    0.16,15949.63,    0.00,15976.46
   506,666527950,12/02/2021,10:39:10,  400.95,  394.37,  394.67,   13.19,   12.71,   13.29,    0.54, 1413.27, 8862.23, 8964.56
   507,666527951,12/02/2021,10:39:11,  400.91,  393.60,  394.39,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   508,666527952,12/02/2021,10:39:12,  400.87,  392.94,  394.11,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   509,666527953,12/02/2021,10:39:13,  400.40,  393.37,  393.42,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   510,666527954,12/02/2021,10:39:14,  400.79,  393.22,  393.85,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   511,666527955,12/02/2021,10:39:15,  400.30,  392.81,  393.79,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   512,666527956,12/02/2021,10:39:16,  394.56,  388.49,  391.04,   17.43,   16.62,   16.33,    0.39,11391.42,    0.00,11389.94
   513,666527957,12/02/2021,10:39:17,  392.56,  385.47,  386.54,   17.01,   16.83,   16.03,    0.77, 4405.97,10261.11,11168.37
   514,666527958,12/02/2021,10:39:18,  393.21,  386.34,  388.24,   18.71,   23.29,   22.20,    0.84,11096.47, 9232.59,14442.31
   515,666527960,12/02/2021,10:39:20,  400.58,  393.29,  394.25,    0.68,    0.62,    0.55,    0.26,  356.98,   82.59,  422.69
   516,666527961,12/02/2021,10:39:21,  401.17,  393.38,  394.40,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   517,666527962,12/02/2021,10:39:22,  401.11,  393.85,  394.36,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   518,666527963,12/02/2021,10:39:23,  401.13,  393.93,  394.27,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   519,666527964,12/02/2021,10:39:24,  395.39,  389.43,  391.15,   20.39,   19.41,   18.68,    0.40,13238.81,    0.00,13238.89
   520,666527965,12/02/2021,10:39:25,  401.05,  393.66,  395.25,   13.77,   12.89,   13.49,    0.09, 3648.87, 8445.74, 9200.63
   521,666527966,12/02/2021,10:39:26,  400.69,  393.03,  393.62,    6.46,    5.52,    5.43,    0.50,  342.44,-3964.54, 3982.77
   522,666527967,12/02/2021,10:39:27,  400.83,  393.19,  394.24,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   523,666527968,12/02/2021,10:39:28,  401.34,  393.48,  394.17,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   524,666527969,12/02/2021,10:39:29,  400.85,  392.97,  393.95,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   525,666527970,12/02/2021,10:39:30,  400.84,  393.77,  394.18,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   526,666527971,12/02/2021,10:39:31,  401.86,  393.91,  394.91,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   527,666527972,12/02/2021,10:39:32,  393.32,  385.93,  387.53,   23.70,   22.51,   21.11,    0.61,15108.82,    0.00,15112.40
   528,666527973,12/02/2021,10:39:33,  393.59,  386.63,  388.33,   16.95,   16.76,   15.94,    0.85, 6770.90, 8892.07,11172.06
   529,666527974,12/02/2021,10:39:34,  394.84,  388.25,  390.69,   17.83,   17.45,   17.05,    0.60,10030.14, 6270.59,11838.12
   530,666527975,12/02/2021,10:39:35,  401.41,  393.64,  394.20,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   531,666527976,12/02/2021,10:39:36,  401.35,  393.54,  394.71,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   532,666527977,12/02/2021,10:39:37,  400.69,  393.61,  394.07,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   533,666527978,12/02/2021,10:39:38,  401.26,  393.90,  394.36,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   534,666527979,12/02/2021,10:39:39,  390.20,  384.82,  384.92,   38.11,   39.30,   36.81,    0.29,25481.18,    0.00,25490.85
   535,666527980,12/02/2021,10:39:40,  401.85,  394.74,  395.52,   13.53,   12.98,   13.46,    0.48, 2611.89, 8783.53, 9165.06
   536,666527981,12/02/2021,10:39:41,  401.27,  393.32,  394.50,    0.42,    0.00,    0.00,    0.38,   45.91,  -86.79,   98.21
   537,666527982,12/02/2021,10:39:42,  401.21,  393.34,  394.10,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   538,666527983,12/02/2021,10:39:43,  400.72,  393.54,  393.95,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   539,666527984,12/02/2021,10:39:44,  401.28,  393.08,  394.40,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   540,666527985,12/02/2021,10:39:45,  400.68,  393.42,  393.72,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   541,666527986,12/02/2021,10:39:46,  395.14,  389.23,  391.55,   18.36,   17.85,   17.25,    0.44,12095.58,    0.00,12104.26
   542,666527987,12/02/2021,10:39:47,  394.38,  387.04,  388.55,   16.85,   16.79,   16.07,    0.72, 4954.34,10046.57,11210.89
   543,666527988,12/02/2021,10:39:48,  394.53,  387.25,  388.33,   16.77,   16.67,   15.89,    0.87, 8049.99, 7664.66,11096.95
   544,666527989,12/02/2021,10:39:49,  400.76,  392.90,  393.44,    1.43,    1.31,    1.17,    0.34,  778.09,  164.71,  893.68
   545,666527990,12/02/2021,10:39:50,  401.71,  393.64,  394.48,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   546,666527991,12/02/2021,10:39:51,  400.73,  393.07,  394.44,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   547,666527992,12/02/2021,10:39:52,  401.54,  393.78,  394.67,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   548,666527993,12/02/2021,10:39:53,  396.28,  389.24,  390.99,   17.06,   17.14,   16.52,    0.86,11483.49,    0.00,11493.55
   549,666527995,12/02/2021,10:39:55,  401.51,  394.38,  396.10,   13.28,   12.53,   13.23,    0.02, 7730.01, 4344.17, 8964.11
   550,666527996,12/02/2021,10:39:56,  402.01,  394.75,  395.18,   11.60,   10.22,   10.15,    0.54,  176.87,-7327.62, 7338.07
   551,666527997,12/02/2021,10:39:57,  400.56,  392.87,  394.19,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   552,666527998,12/02/2021,10:39:58,  400.81,  393.35,  394.45,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   553,666527999,12/02/2021,10:39:59,  401.30,  393.96,  394.40,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   554,666528000,12/02/2021,10:40:00,  401.34,  393.18,  394.22,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   555,666528001,12/02/2021,10:40:01,  400.85,  393.35,  394.18,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   556,666528002,12/02/2021,10:40:02,  391.50,  384.69,  385.78,   32.04,   29.89,   27.88,    0.60,20119.55,    0.00,20117.93
   557,666528003,12/02/2021,10:40:03,  394.10,  386.92,  388.52,   16.94,   16.92,   16.17,    0.82, 6728.53, 9046.57,11287.07
   558,666528004,12/02/2021,10:40:04,  395.29,  388.67,  391.03,   17.85,   17.40,   17.00,    0.64, 9721.56, 6693.52,11805.34
   559,666528005,12/02/2021,10:40:05,  401.41,  393.64,  394.62,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   560,666528006,12/02/2021,10:40:06,  401.06,  393.67,  394.08,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   561,666528007,12/02/2021,10:40:07,  401.70,  394.00,  394.37,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   562,666528008,12/02/2021,10:40:08,  398.95,  391.56,  392.03,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   563,666528009,12/02/2021,10:40:09,  394.94,  386.05,  389.56,   19.58,   25.84,   27.14,    0.22,16302.70,    0.00,16318.37
   564,666528010,12/02/2021,10:40:10,  401.05,  393.65,  395.06,   13.25,   12.48,   13.04,    0.30, 1957.18, 8665.91, 8876.28
   565,666528011,12/02/2021,10:40:11,  400.65,  393.06,  393.67,    0.77,    0.66,    0.63,    0.43,  139.09, -450.15,  470.49
   566,666528012,12/02/2021,10:40:12,  400.95,  393.00,  394.35,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   567,666528013,12/02/2021,10:40:13,  400.86,  393.59,  394.54,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   568,666528014,12/02/2021,10:40:14,  400.69,  393.17,  394.04,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   569,666528015,12/02/2021,10:40:15,  400.98,  393.47,  394.16,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   570,666528016,12/02/2021,10:40:16,  393.64,  387.90,  389.76,   22.58,   20.45,   19.59,    0.52,14131.88,    0.00,14104.67
   571,666528017,12/02/2021,10:40:17,  392.78,  385.92,  387.44,   17.12,   17.02,   16.06,    0.67, 5911.56, 9543.81,11261.65
   572,666528018,12/02/2021,10:40:18,  392.39,  384.83,  386.23,   17.01,   17.03,   16.16,    0.87, 7572.10, 8323.32,11253.11
   573,666528019,12/02/2021,10:40:19,  400.69,  392.79,  393.50,    0.55,    0.51,    0.45,    0.40,  301.20,  167.73,  344.97
   574,666528020,12/02/2021,10:40:20,  400.69,  392.99,  393.71,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   575,666528021,12/02/2021,10:40:21,  400.81,  393.04,  393.62,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   576,666528022,12/02/2021,10:40:22,  400.38,  392.75,  393.52,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   577,666528023,12/02/2021,10:40:23,  400.24,  392.29,  393.51,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   578,666528024,12/02/2021,10:40:24,  400.70,  393.61,  394.91,   14.52,   13.78,   14.24,    0.05, 9723.24,    0.00, 9737.75
   579,666528025,12/02/2021,10:40:25,  399.15,  392.53,  393.53,   13.07,   12.43,   13.14,    0.57,  469.60, 8809.09, 8806.68
   580,666528026,12/02/2021,10:40:26,  400.07,  392.27,  392.71,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   581,666528027,12/02/2021,10:40:27,  399.39,  392.10,  393.13,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   582,666528028,12/02/2021,10:40:28,  400.10,  392.01,  393.02,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   583,666528029,12/02/2021,10:40:29,  400.62,  392.56,  393.56,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   584,666528031,12/02/2021,10:40:31,  400.52,  393.41,  394.42,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   585,666528032,12/02/2021,10:40:32,  383.22,  377.20,  378.52,   49.71,   46.67,   44.37,    0.65,30813.59,    0.00,30867.11
   586,666528033,12/02/2021,10:40:33,  393.84,  386.42,  387.60,   16.91,   16.72,   15.98,    0.74, 7290.81, 8424.38,11143.10
